id,image,title,description,runtimeStr,genres,genreList,contentRating,imDbRating,imDbRatingVotes,metacriticRating,plot,stars,starList
tt4431128,https://imdb-api.com/images/original/nopicture.jpg,Aa Aaa Harsaee,(2015),,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",,,,,,"N. Padhi, Rohan Bhatacharya, Srijla Guha, Priyanka Haldar, Subhra Majmudar","[{'id': 'tt4431128', 'name': 'N. Padhi'}, {'id': 'tt4431128', 'name': 'Rohan Bhatacharya'}, {'id': 'tt4431128', 'name': 'Srijla Guha'}, {'id': 'tt4431128', 'name': 'Priyanka Haldar'}, {'id': 'tt4431128', 'name': 'Subhra Majmudar'}]"
tt0149568,https://m.media-amazon.com/images/M/MV5BZTJlYWQ1YWUtOTMxZC00OTU1LTk3NWQtOGZhNDQzNTIyMmFmXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_Ratio0.6837_AL_.jpg,Aa Ab Laut Chalen,(1999),177 min,"Musical, Romance, Drama","[{'key': 'Musical', 'value': 'Musical'}, {'key': 'Romance', 'value': 'Romance'}, {'key': 'Drama', 'value': 'Drama'}]",,5.3,1800,,Rohan Khanna leaves India hoping for a better life in America.,"Rishi Kapoor, Rajesh Khanna, Akshaye Khanna, Aishwarya Rai Bachchan, Suman Ranganath","[{'id': 'tt0149568', 'name': 'Rishi Kapoor'}, {'id': 'tt0149568', 'name': 'Rajesh Khanna'}, {'id': 'tt0149568', 'name': 'Akshaye Khanna'}, {'id': 'tt0149568', 'name': 'Aishwarya Rai Bachchan'}, {'id': 'tt0149568', 'name': 'Suman Ranganath'}]"
tt8976690,https://m.media-amazon.com/images/M/MV5BMGY4M2NmZGQtZjU1Zi00MDJlLTg2MmMtZGFkYTc3MGNiZDVhXkEyXkFqcGdeQXVyNTQxODYzODg@._V1_Ratio0.7041_AL_.jpg,Aa Aiduguru,(2014),132 min,"Action, Comedy","[{'key': 'Action', 'value': 'Action'}, {'key': 'Comedy', 'value': 'Comedy'}]",,,,,"Five youngsters, who are kicked out of an elite police academy, join hands to save the life of the Chief Minister.",Tanishq Reddy,"[{'id': 'tt8976690', 'name': 'Tanishq Reddy'}]"
tt14598646,https://m.media-amazon.com/images/M/MV5BMzE0ZjUxNTgtNjM1MS00NGM1LWE4OGQtN2JmMGY0NWI1ZDIyXkEyXkFqcGdeQXVyMTE2NTYzNTQy._V1_Ratio0.7857_AL_.jpg,Aa Ammayi Gurinchi Meeku Cheppali,(2022),142 min,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",,6.4,477,,"Naveen believes that the audience are brainless sheep who deserve to be fed low-quality fodder. While preparing for his next feature, Naveen stumbles upon some footage from a long-abandoned film. Can he convince Alekhya to act in his film?","Mohana Krishna Indraganti, Srinivas Avasarala, Aruna Bhikshu, Ravinder Bommakanti, Bindu Chandramouli","[{'id': 'tt14598646', 'name': 'Mohana Krishna Indraganti'}, {'id': 'tt14598646', 'name': 'Srinivas Avasarala'}, {'id': 'tt14598646', 'name': 'Aruna Bhikshu'}, {'id': 'tt14598646', 'name': 'Ravinder Bommakanti'}, {'id': 'tt14598646', 'name': 'Bindu Chandramouli'}]"
tt0352131,https://imdb-api.com/images/original/nopicture.jpg,Aa Bheekara Raathri,(1986),,Musical,"[{'key': 'Musical', 'value': 'Musical'}]",,,,,,,[]
tt14022026,https://m.media-amazon.com/images/M/MV5BZjNjMzFkYWUtMGY0Yi00MmFhLWEyZmMtZGQ4ZGFmYjE4Zjg4XkEyXkFqcGdeQXVyMTI5Mjk2ODI0._V1_Ratio0.6837_AL_.jpg,Aa Bhi Ja O Piya,(2022),102 min,"Family, Romance","[{'key': 'Family', 'value': 'Family'}, {'key': 'Romance', 'value': 'Romance'}]",,9.8,1354,,"Kaushal owns his own nursery in Jharkhand village meets Kalpana, a city girl belonging to an army family is on a research tour. Feelings develop between them but circumstances force them to rethink if they are actually made for each other.","Rajesh Harivansh Mishra, Sanjeeb Dasgupta, Pooja Ghosh, Richa Kalra, Smriti Kashyap","[{'id': 'tt14022026', 'name': 'Rajesh Harivansh Mishra'}, {'id': 'tt14022026', 'name': 'Sanjeeb Dasgupta'}, {'id': 'tt14022026', 'name': 'Pooja Ghosh'}, {'id': 'tt14022026', 'name': 'Richa Kalra'}, {'id': 'tt14022026', 'name': 'Smriti Kashyap'}]"
tt9085386,https://m.media-amazon.com/images/M/MV5BNDFlZjhkNGYtMWJjMS00NzdlLWEzNzktNTM4ODhhZGMwN2I2XkEyXkFqcGdeQXVyNjQyMTkzODc@._V1_Ratio0.7245_AL_.jpg,Aa Chhe Aapni Dosti Unlimited Yaar,(2018),142 min,"Drama, Romance","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'Romance', 'value': 'Romance'}]",,,,,"ABHI, aged 29, is ready to join his duty as a Collector with the mix feelings of satisfaction and dissatisfaction. Satisfaction, As he had achieved all in his life today what his father ... See full summary","Shankar Rabari, Sunil Vishrani, Hitesh Kumar, Vidhi Shah, Vijay Desai","[{'id': 'tt9085386', 'name': 'Shankar Rabari'}, {'id': 'tt9085386', 'name': 'Sunil Vishrani'}, {'id': 'tt9085386', 'name': 'Hitesh Kumar'}, {'id': 'tt9085386', 'name': 'Vidhi Shah'}, {'id': 'tt9085386', 'name': 'Vijay Desai'}]"
tt0257356,https://m.media-amazon.com/images/M/MV5BNTI5ZmNlYjgtZGNjMS00ZWQyLWJlYzItZDZkZmNhNmVmMTIxXkEyXkFqcGdeQXVyMTMzMjUyNA@@._V1_Ratio0.6837_AL_.jpg,Aa Chithrasalabham Parannotte,(1970),,,,,,,,,"P. Balthasar, Alummoodan, Bahadur, Adoor Bhasi, Nellikode Bhaskaran","[{'id': 'tt0257356', 'name': 'P. Balthasar'}, {'id': 'tt0257356', 'name': 'Alummoodan'}, {'id': 'tt0257356', 'name': 'Bahadur'}, {'id': 'tt0257356', 'name': 'Adoor Bhasi'}, {'id': 'tt0257356', 'name': 'Nellikode Bhaskaran'}]"
tt1372681,https://m.media-amazon.com/images/M/MV5BMTM3MmE4Y2ItYzE1Zi00NjkxLTk5ZjUtMzBmNDkyYzcwNDRmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_Ratio0.6837_AL_.jpg,Aa Dekhen Zara,(2009),117 min,"Action, Sci-Fi, Thriller","[{'key': 'Action', 'value': 'Action'}, {'key': 'Sci-Fi', 'value': 'Sci-Fi'}, {'key': 'Thriller', 'value': 'Thriller'}]",Not Rated,5.2,923,,"A photographer has nothing going for him, until he inherits a camera that has the ability to predict the future. In the process, he gains dangerous enemies who wants his camera for illicit goals.","Jehangir Surti, Neil Nitin Mukesh, Mukesh Agrohari, Bipasha Basu, Biswajeet Chatterjee","[{'id': 'tt1372681', 'name': 'Jehangir Surti'}, {'id': 'tt1372681', 'name': 'Neil Nitin Mukesh'}, {'id': 'tt1372681', 'name': 'Mukesh Agrohari'}, {'id': 'tt1372681', 'name': 'Bipasha Basu'}, {'id': 'tt1372681', 'name': 'Biswajeet Chatterjee'}]"
tt3169652,https://m.media-amazon.com/images/M/MV5BMzBkZTc1NGItN2ZhNi00ZmRkLTg3NzItOTliMTczNzUwNjViXkEyXkFqcGdeQXVyMzU0ODc1MTQ@._V1_Ratio0.6837_AL_.jpg,Aa Dinagalu,(2007),136 min,"Crime, Drama, Romance","[{'key': 'Crime', 'value': 'Crime'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Romance', 'value': 'Romance'}]",,8.4,307,,"Based on the non-fictional novel ""Dadagiri Dinagalu"", an affluent youth is dragged into the 1980s Bangalore underworld to save his love from his conspiring father.","K.M. Chaitanya, Chethan Kumar, Archana Shastry, Sharath Lohitashwa, Ashish Vidyarthi","[{'id': 'tt3169652', 'name': 'K.M. Chaitanya'}, {'id': 'tt3169652', 'name': 'Chethan Kumar'}, {'id': 'tt3169652', 'name': 'Archana Shastry'}, {'id': 'tt3169652', 'name': 'Sharath Lohitashwa'}, {'id': 'tt3169652', 'name': 'Ashish Vidyarthi'}]"
tt0247907,https://m.media-amazon.com/images/M/MV5BZGVkNTQyNzMtNDM4ZS00MDMyLWIwMDQtZTkwYzNkZjgzN2VmXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_Ratio1.0714_AL_.jpg,Aa Divasom,(1982),130 min,,,Not Rated,6.1,23,,"When an honest doctor tries to stop a burglary, his entire family is killed. Balachandra, a fierce police officer, comes to his rescue and helps him fight for justice.","M. Mani, Sukumaran, Mohanlal, Mammootty, Jagathy Sreekumar","[{'id': 'tt0247907', 'name': 'M. Mani'}, {'id': 'tt0247907', 'name': 'Sukumaran'}, {'id': 'tt0247907', 'name': 'Mohanlal'}, {'id': 'tt0247907', 'name': 'Mammootty'}, {'id': 'tt0247907', 'name': 'Jagathy Sreekumar'}]"
tt11234494,https://m.media-amazon.com/images/M/MV5BZDQ1NGQxODktNzQ4Zi00OGQzLThmNGEtNDc4MGVmYWU0ZjZmXkEyXkFqcGdeQXVyNjkwOTg4MTA@._V1_Ratio0.6837_AL_.jpg,Aa Drushya,(2019),,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",,6.8,40,,"Surya Tejas, a retired policeman, narrates the details of a case that he investigated years ago to a former colleague's son. In the process, he reveals what really happened on the day of the crime.","Shivaganesh, Chaitra Achar, Ramesh Bhat, Achyuth Kumar, V. Ravichandran","[{'id': 'tt11234494', 'name': 'Shivaganesh'}, {'id': 'tt11234494', 'name': 'Chaitra Achar'}, {'id': 'tt11234494', 'name': 'Ramesh Bhat'}, {'id': 'tt11234494', 'name': 'Achyuth Kumar'}, {'id': 'tt11234494', 'name': 'V. Ravichandran'}]"
tt22883640,https://imdb-api.com/images/original/nopicture.jpg,Aa Dôyamaru,(1954),49 min,,,,,,,,"Shigehiro Ozawa, Jun Usami, Kaoru Nakano, Kunio Hara, Toshiko Fujita","[{'id': 'tt22883640', 'name': 'Shigehiro Ozawa'}, {'id': 'tt22883640', 'name': 'Jun Usami'}, {'id': 'tt22883640', 'name': 'Kaoru Nakano'}, {'id': 'tt22883640', 'name': 'Kunio Hara'}, {'id': 'tt22883640', 'name': 'Toshiko Fujita'}]"
tt7222944,https://m.media-amazon.com/images/M/MV5BZjY3YTRkYTktMjM2Yi00MWYyLTg3YTctMmM3Yzc2NjFiZDNhXkEyXkFqcGdeQXVyMzU0ODc1MTQ@._V1_Ratio0.6837_AL_.jpg,Aa Eradu Varshagalu,(2017),126 min,"Drama, Romance","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'Romance', 'value': 'Romance'}]",Not Rated,8.1,18,,A couple who struggle to keep their relationship under wraps are forced to deal with situations where their bond gets exposed and changes are bound to occur.,"B. Madhusudhan, Renuk Mathode, Ameeta Kulal, Raksha Holla","[{'id': 'tt7222944', 'name': 'B. Madhusudhan'}, {'id': 'tt7222944', 'name': 'Renuk Mathode'}, {'id': 'tt7222944', 'name': 'Ameeta Kulal'}, {'id': 'tt7222944', 'name': 'Raksha Holla'}]"
tt0177473,https://m.media-amazon.com/images/M/MV5BYzA4MWFiM2EtN2U5Mi00MTQ1LThhZjQtMTA2MzMzMWFjZTEzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_Ratio0.7041_AL_.jpg,"Come, Embrace Me",(1973),148 min,"Action, Drama, Romance","[{'key': 'Action', 'value': 'Action'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Romance', 'value': 'Romance'}]",,7.2,391,,"Preeti lives a wealthy lifestyle in Bombay along with her widower dad, Heerachand, and is a medical student. While on a trip to Simla, she meets and falls in love with a Casanova, Prem, and... See full summary","Manmohan Desai, Shashi Kapoor, Sharmila Tagore, Shatrughan Sinha, Om Prakash","[{'id': 'tt0177473', 'name': 'Manmohan Desai'}, {'id': 'tt0177473', 'name': 'Shashi Kapoor'}, {'id': 'tt0177473', 'name': 'Sharmila Tagore'}, {'id': 'tt0177473', 'name': 'Shatrughan Sinha'}, {'id': 'tt0177473', 'name': 'Om Prakash'}]"
tt0225013,https://m.media-amazon.com/images/M/MV5BYWZiYzI4MzQtNGM0ZS00OWJmLWI1Y2YtNGIyODBlNWYxNmEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc5Mjg4Nzc@._V1_Ratio0.6837_AL_.jpg,Aa Gale Lag Jaa,(1994),158 min,"Mystery, Romance","[{'key': 'Mystery', 'value': 'Mystery'}, {'key': 'Romance', 'value': 'Romance'}]",Not Rated,4.6,127,,"Preeti, a wealthy woman, is in an intimate relationship with Prem, but her father disapproves and devises a plan that leads to their breakup. Years later, Preeti is reunited with Prem in a completely different situation.","Hamid Ali, Jugal Hansraj, Urmila Matondkar, Paresh Rawal, Ishrat Ali","[{'id': 'tt0225013', 'name': 'Hamid Ali'}, {'id': 'tt0225013', 'name': 'Jugal Hansraj'}, {'id': 'tt0225013', 'name': 'Urmila Matondkar'}, {'id': 'tt0225013', 'name': 'Paresh Rawal'}, {'id': 'tt0225013', 'name': 'Ishrat Ali'}]"
tt5896934,https://m.media-amazon.com/images/M/MV5BYTQzYWNlMmItMzFjYS00N2Y4LTg4MzItZWM4NDk5NTJkZmIzL2ltYWdlXkEyXkFqcGdeQXVyNzA3ODYxODY@._V1_Ratio0.6837_AL_.jpg,Aa Gaya Hero,(2017),123 min,Action,"[{'key': 'Action', 'value': 'Action'}]",,2.4,374,,"ACP Ravindra Varma, a fearless and sincere police officer, is called to nab terrorist Milind Shinde, who has political backing.","Dipankar Senapati, Govinda, Richa Sharma, Poonam Pandey, Sweta Sharma","[{'id': 'tt5896934', 'name': 'Dipankar Senapati'}, {'id': 'tt5896934', 'name': 'Govinda'}, {'id': 'tt5896934', 'name': 'Richa Sharma'}, {'id': 'tt5896934', 'name': 'Poonam Pandey'}, {'id': 'tt5896934', 'name': 'Sweta Sharma'}]"
tt3876082,https://m.media-amazon.com/images/M/MV5BMTY1Mjk0ODA0Nl5BMl5BanBnXkFtZTgwOTk5NDcyMjE@._V1_Ratio0.6837_AL_.jpg,Aa Gaye Munde U.K. De,(2014),132 min,"Comedy, Romance","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Romance', 'value': 'Romance'}]",Not Rated,5.6,245,,A romantic comedy set in the lush fields of Punjab and the beautiful city of Chandigarh - Aa Gaye Munde U.K. De is a sequel to the earlier blockbuster Munde U.K. De also Directed by the Doyen of Punjabi cinema - Manmohan Singh.,"Manmohan Singh, Jimmy Shergill, Neeru Bajwa, Guggu Gill, Om Puri","[{'id': 'tt3876082', 'name': 'Manmohan Singh'}, {'id': 'tt3876082', 'name': 'Jimmy Shergill'}, {'id': 'tt3876082', 'name': 'Neeru Bajwa'}, {'id': 'tt3876082', 'name': 'Guggu Gill'}, {'id': 'tt3876082', 'name': 'Om Puri'}]"
tt1601791,https://imdb-api.com/images/original/nopicture.jpg,Aa Intlo,(2009),,Horror,"[{'key': 'Horror', 'value': 'Horror'}]",,5.4,38,,,"Chinna, Vinod Kumar, Flora Saini, Devan","[{'id': 'tt1601791', 'name': 'Chinna'}, {'id': 'tt1601791', 'name': 'Vinod Kumar'}, {'id': 'tt1601791', 'name': 'Flora Saini'}, {'id': 'tt1601791', 'name': 'Devan'}]"
tt1462394,https://imdb-api.com/images/original/nopicture.jpg,Aa Janhare Lekhiba Naa,(2009),,"Drama, Musical, Romance","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'Musical', 'value': 'Musical'}, {'key': 'Romance', 'value': 'Romance'}]",,6.6,17,,,"Sushant Mani, Anubhav Mohanty, Gitanjali, Jharana Das, Manoj Misra","[{'id': 'tt1462394', 'name': 'Sushant Mani'}, {'id': 'tt1462394', 'name': 'Anubhav Mohanty'}, {'id': 'tt1462394', 'name': 'Gitanjali'}, {'id': 'tt1462394', 'name': 'Jharana Das'}, {'id': 'tt1462394', 'name': 'Manoj Misra'}]"
tt5326616,https://m.media-amazon.com/images/M/MV5BNGU4MDYwNTgtMWRiYS00OTkwLTgxYzktM2JmMmQxYzU2MmVkXkEyXkFqcGdeQXVyNTE1MjAwNTI@._V1_Ratio0.7857_AL_.jpg,Aa Jao Please,(2016),120 min,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",,7.6,16,,"A Powerful Social Hindi film against witchcraft, superstition, fraudulent tantrik babas jadu tona and black magic in India","Azad Jain, Neha Chauhan, Ganraj Jadhav, Dipak Khetiya, Prashant Naik","[{'id': 'tt5326616', 'name': 'Azad Jain'}, {'id': 'tt5326616', 'name': 'Neha Chauhan'}, {'id': 'tt5326616', 'name': 'Ganraj Jadhav'}, {'id': 'tt5326616', 'name': 'Dipak Khetiya'}, {'id': 'tt5326616', 'name': 'Prashant Naik'}]"
tt13131716,https://imdb-api.com/images/original/nopicture.jpg,Aa Karaala Ratri,(I),,Thriller,"[{'key': 'Thriller', 'value': 'Thriller'}]",,,,,,,
tt13131726,https://imdb-api.com/images/original/nopicture.jpg,Aa Karaala Ratri,(II),,Thriller,"[{'key': 'Thriller', 'value': 'Thriller'}]",,,,,,,
tt8043456,https://m.media-amazon.com/images/M/MV5BYWUzNjVkMDEtOTgyNC00ZjA4LTkzMmItZGFlZGRlYjBjNDQwXkEyXkFqcGdeQXVyNTU4MDY1MzE@._V1_Ratio0.6837_AL_.jpg,Aa Karaala Ratri,(2018),105 min,Thriller,"[{'key': 'Thriller', 'value': 'Thriller'}]",,7.8,955,,A fortune teller tells a poverty-stricken family that their fate will change overnight when a mysterious traveler visits there home to stay overnight.,"Dayal Padmanabhan, Ashitha, Anupama Gowda, Swathi Gowda, Karthik Jayaram","[{'id': 'tt8043456', 'name': 'Dayal Padmanabhan'}, {'id': 'tt8043456', 'name': 'Ashitha'}, {'id': 'tt8043456', 'name': 'Anupama Gowda'}, {'id': 'tt8043456', 'name': 'Swathi Gowda'}, {'id': 'tt8043456', 'name': 'Karthik Jayaram'}]"
tt3732662,https://imdb-api.com/images/original/nopicture.jpg,Aa Kawashima Junsa no Shi,(1921),,,,,,,,,"Shigenori Sakada, Kaichi Yamamoto","[{'id': 'tt3732662', 'name': 'Shigenori Sakada'}, {'id': 'tt3732662', 'name': 'Kaichi Yamamoto'}]"
tt13979552,https://imdb-api.com/images/original/nopicture.jpg,Aa Marma,(2012),117 min,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",Not Rated,,,,"""Aa Marma"" is a 2010 Indian Kannada film, directed by "" H Madan"" and Produced by ""H Madhusudhan"".The film Stars ""Thriller Manju, Jackie Shroff, Saikumar, Ramkiran, Archana Reddy"", in lead ... See full summary","Madhusudhan, Sai Kumar, Thriller Manju, Rami Reddy","[{'id': 'tt13979552', 'name': 'Madhusudhan'}, {'id': 'tt13979552', 'name': 'Sai Kumar'}, {'id': 'tt13979552', 'name': 'Thriller Manju'}, {'id': 'tt13979552', 'name': 'Rami Reddy'}]"
tt4594176,https://imdb-api.com/images/original/nopicture.jpg,Aa Mori kundô no shi,(1923),,,,,,,,,"Tadamoto Ôkubo, Kunihiro Masa, Chitose Hayashi, Shôichi Kofujita, Nobuko Yonetsu","[{'id': 'tt4594176', 'name': 'Tadamoto Ôkubo'}, {'id': 'tt4594176', 'name': 'Kunihiro Masa'}, {'id': 'tt4594176', 'name': 'Chitose Hayashi'}, {'id': 'tt4594176', 'name': 'Shôichi Kofujita'}, {'id': 'tt4594176', 'name': 'Nobuko Yonetsu'}]"
tt15980130,https://imdb-api.com/images/original/nopicture.jpg,Aa Mukhangal,,,,,,,,,,,
tt1601792,https://m.media-amazon.com/images/M/MV5BNGZjNDBhNGQtM2M4Ny00ZTVhLTk4ZWMtNDMyNzQ2Mjk0ZGJhXkEyXkFqcGdeQXVyNjQ1MDcxNzM@._V1_Ratio0.6837_AL_.jpg,Aa Naluguru,(2004),141 min,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",,8.6,3273,,A man fights for his philosophy: that human relations are more important than money.,"Chandra Siddhartha, Rajendra Prasad, Aamani, Raja, Raghu Babu","[{'id': 'tt1601792', 'name': 'Chandra Siddhartha'}, {'id': 'tt1601792', 'name': 'Rajendra Prasad'}, {'id': 'tt1601792', 'name': 'Aamani'}, {'id': 'tt1601792', 'name': 'Raja'}, {'id': 'tt1601792', 'name': 'Raghu Babu'}]"
tt0271342,https://m.media-amazon.com/images/M/MV5BZGI2ZTcwMGItYjA0Yi00NDgyLTg0MjYtZGY4YmNmMTNkOTc4XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_Ratio0.8265_AL_.jpg,Aa Neram Alppa Dooram,(1985),122 min,"Action, Mystery, Thriller","[{'key': 'Action', 'value': 'Action'}, {'key': 'Mystery', 'value': 'Mystery'}, {'key': 'Thriller', 'value': 'Thriller'}]",Not Rated,6.3,23,,"Watch the full movie, Aa Neram Alppa Dooram, only on Eros Now. Aa Neram Alppa Dooram is a 1985 Indian Malayalam film, directed by Thampi Kannanthanam and produced by EK Thyagarajan. The ... See full summary","Thampi Kannanthanam, Mammootty, M.G. Soman, Lalu Alex, Seema","[{'id': 'tt0271342', 'name': 'Thampi Kannanthanam'}, {'id': 'tt0271342', 'name': 'Mammootty'}, {'id': 'tt0271342', 'name': 'M.G. Soman'}, {'id': 'tt0271342', 'name': 'Lalu Alex'}, {'id': 'tt0271342', 'name': 'Seema'}]"
