id	image	title	description	runtimeStr	genres	genreList	contentRating	imDbRating	imDbRatingVotes	metacriticRating	plot	stars	starList
tt0449778	https://m.media-amazon.com/images/M/MV5BMTQyMTc1MTYzMV5BMl5BanBnXkFtZTcwNTMyNzI5MQ@@._V1_Ratio0.7041_AL_.jpg	'Chô' kowai hanashi A: yami no karasu	(2004)	80 min	Horror	[{'key': 'Horror', 'value': 'Horror'}]		5.1	597		Employees at a convenience store must get to the bottom of supernatural goings-on occurring within their workplace.	Yoshihiro Hoshino, Kyôko Akiba, Yumeaki Hirayama, Takaaki Iwao, Etsuyo Mitani	[{'id': 'tt0449778', 'name': 'Yoshihiro Hoshino'}, {'id': 'tt0449778', 'name': 'Kyôko Akiba'}, {'id': 'tt0449778', 'name': 'Yumeaki Hirayama'}, {'id': 'tt0449778', 'name': 'Takaaki Iwao'}, {'id': 'tt0449778', 'name': 'Etsuyo Mitani'}]
tt11027672	https://m.media-amazon.com/images/M/MV5BODIwMGNlMGQtNjg3Ni00OGU1LWE2YTEtMjM3MmY0ZTA3ZTM2XkEyXkFqcGdeQXVyNjE4OTY3NTg@._V1_Ratio0.7041_AL_.jpg	I Was a 'Secret Bitch'	(2019)	112 min	Romance	[{'key': 'Romance', 'value': 'Romance'}]		6.8	31		Hiromi flirts with men and is easy. She is nothing special to look at, but men go for it because she is there and available. However, like any female as soon as the man is hooked she drops ... See full summary	Kôichirô Miki, Yui Sakuma, Nijirô Murakami, Suzuka Ohgo, Yûta Koseki	[{'id': 'tt11027672', 'name': 'Kôichirô Miki'}, {'id': 'tt11027672', 'name': 'Yui Sakuma'}, {'id': 'tt11027672', 'name': 'Nijirô Murakami'}, {'id': 'tt11027672', 'name': 'Suzuka Ohgo'}, {'id': 'tt11027672', 'name': 'Yûta Koseki'}]
tt0100269	https://m.media-amazon.com/images/M/MV5BY2RhMGQ5M2ItZTAzMi00ZTZiLWFmODUtZDI2YjdjYjQ1MzMwXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_Ratio1.7653_AL_.jpg	No, or The Vain Glory of Command	(1990)	110 min	Drama, History, War	[{'key': 'Drama', 'value': 'Drama'}, {'key': 'History', 'value': 'History'}, {'key': 'War', 'value': 'War'}]		7.2	924		Episodes from entire military history of Portugal are told through flashbacks as a professorish soldier recounts them while marching through a Portuguese African colony in 1973. He easily ... See full summary	Manoel de Oliveira, Luís Miguel Cintra, Diogo Dória, Miguel Guilherme, Luís Lucas	[{'id': 'tt0100269', 'name': 'Manoel de Oliveira'}, {'id': 'tt0100269', 'name': 'Luís Miguel Cintra'}, {'id': 'tt0100269', 'name': 'Diogo Dória'}, {'id': 'tt0100269', 'name': 'Miguel Guilherme'}, {'id': 'tt0100269', 'name': 'Luís Lucas'}]
tt0131692	https://imdb-api.com/images/original/nopicture.jpg	'Tags': A Short Film	(1995)								The story of a graffiti writer who creates his art using the train and underground walls of London as a pallet.	Chris 'Kit' Ryan	"[{'id': 'tt0131692', 'name': ""Chris 'Kit' Ryan""}, {'id': 'tt0131692', 'name': ""Chris 'Kit' Ryan""}]"
tt8539090	https://imdb-api.com/images/original/nopicture.jpg	(A Story About Some) Mafia Guys			Comedy	[{'key': 'Comedy', 'value': 'Comedy'}]							
tt0313152	https://imdb-api.com/images/original/nopicture.jpg	(A)lter (A)ction	(1968)	65 min								Gregory J. Markopoulos, Heino Hallhuber, Gundula von Woyna	[{'id': 'tt0313152', 'name': 'Gregory J. Markopoulos'}, {'id': 'tt0313152', 'name': 'Heino Hallhuber'}, {'id': 'tt0313152', 'name': 'Gundula von Woyna'}]
tt7923644	https://m.media-amazon.com/images/M/MV5BYTU3NWI2ZjEtZWExNy00MjEzLTllZGQtMmFmNWNkZGUzZTNiXkEyXkFqcGdeQXVyNzg5MTA2MDk@._V1_Ratio0.7041_AL_.jpg	(A)social: 10 giorni senza lo smartphone	(2018)									Lucio Laugelli, Angelo Ferrillo, Elisabetta Gagliardi, Sylvia Martino, Ermal Meta	[{'id': 'tt7923644', 'name': 'Lucio Laugelli'}, {'id': 'tt7923644', 'name': 'Angelo Ferrillo'}, {'id': 'tt7923644', 'name': 'Elisabetta Gagliardi'}, {'id': 'tt7923644', 'name': 'Sylvia Martino'}, {'id': 'tt7923644', 'name': 'Ermal Meta'}]
tt1016145	https://m.media-amazon.com/images/M/MV5BYTUzMDdjMTYtN2ZhOC00NDRlLTkwNTMtMjg4YTk3MGJmNGQ0XkEyXkFqcGdeQXVyMTQ4MDAxNjE@._V1_Ratio0.7449_AL_.jpg	(I'm Living) A Charmed Life	(2000)	65 min	Comedy	[{'key': 'Comedy', 'value': 'Comedy'}]		5.0	11		In Maine, Duffy prepares for the arrival of Lulu and Fred, two New Yorkers she's never met but impulsively invited for a weekend visit. All three find love and friendship.	Betsy Carson, Kate Kaminski, Tameson Duffy, Buffy Miller, Scott Mullenberg	[{'id': 'tt1016145', 'name': 'Betsy Carson'}, {'id': 'tt1016145', 'name': 'Kate Kaminski'}, {'id': 'tt1016145', 'name': 'Tameson Duffy'}, {'id': 'tt1016145', 'name': 'Buffy Miller'}, {'id': 'tt1016145', 'name': 'Scott Mullenberg'}]
tt6348716	https://imdb-api.com/images/original/nopicture.jpg	(Not) A Love Story			Romance	[{'key': 'Romance', 'value': 'Romance'}]							
tt0827167	https://imdb-api.com/images/original/nopicture.jpg	(Yielding to) A Willing Breath	(2006)	95 min	Drama	[{'key': 'Drama', 'value': 'Drama'}]					"""(Yielding to) A Willing Breath"" follows the methodical, mental arc of its protagonist, Bryan, as he slowly overcomes the sudden death of his fiancé three years ago. Upon the arrival of a ... See full summary"	Gregg Holtgrewe, Paul Cram, Molly McCaffrey, Charles Brin, Zach Hammill	[{'id': 'tt0827167', 'name': 'Gregg Holtgrewe'}, {'id': 'tt0827167', 'name': 'Paul Cram'}, {'id': 'tt0827167', 'name': 'Molly McCaffrey'}, {'id': 'tt0827167', 'name': 'Charles Brin'}, {'id': 'tt0827167', 'name': 'Zach Hammill'}]
tt1337580	https://m.media-amazon.com/images/M/MV5BMTQzMjM2MzIxMF5BMl5BanBnXkFtZTcwOTEzODEyMg@@._V1_Ratio0.6837_AL_.jpg	... Just a Job	(2007)	98 min	Crime	[{'key': 'Crime', 'value': 'Crime'}]		7.1	34		A blue collar worker finds a new profession in assassination.	KC King, Phredd Phillipps, Marina Goncharova, Mike McKinnon, Lauren Mary Kim	[{'id': 'tt1337580', 'name': 'KC King'}, {'id': 'tt1337580', 'name': 'Phredd Phillipps'}, {'id': 'tt1337580', 'name': 'Marina Goncharova'}, {'id': 'tt1337580', 'name': 'Mike McKinnon'}, {'id': 'tt1337580', 'name': 'Lauren Mary Kim'}]
tt0068154	https://m.media-amazon.com/images/M/MV5BYWI5YjgxZTEtODg1YS00MDJmLTlhMzktZmI5Y2Y3MmMzMzM0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_Ratio0.7245_AL_.jpg	Trinity Is Still My Name	(1971)	117 min	Comedy, Western	[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Western', 'value': 'Western'}]	G	7.2	16114		Bambino tries to teach his brother Trinity how to become an outlaw, but the two wind up saving a pioneer family and breaking up an arms ring instead.	Enzo Barboni, Terence Hill, Bud Spencer, Yanti Somer, Enzo Tarascio	[{'id': 'tt0068154', 'name': 'Enzo Barboni'}, {'id': 'tt0068154', 'name': 'Terence Hill'}, {'id': 'tt0068154', 'name': 'Bud Spencer'}, {'id': 'tt0068154', 'name': 'Yanti Somer'}, {'id': 'tt0068154', 'name': 'Enzo Tarascio'}]
tt11694406	https://imdb-api.com/images/original/nopicture.jpg	... somewhere, a dog barks			Crime, Drama	[{'key': 'Crime', 'value': 'Crime'}, {'key': 'Drama', 'value': 'Drama'}]							
tt0147799	https://m.media-amazon.com/images/M/MV5BYjdiM2IwODMtYjc1ZS00ZTU5LWFhZjQtMjU1MjRiNzY1Zjk4XkEyXkFqcGdeQXVyNTAxMTUwNDQ@._V1_Ratio0.7041_AL_.jpg	...A vy lyubili kogda-nibud?	(1974)	84 min	Comedy, Musical	[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Musical', 'value': 'Musical'}]		4.5	28			Igor Usov, Lyudmila Shagalova, Sergey Filippov, Georgiy Vitsin, Yelena Anderegg	[{'id': 'tt0147799', 'name': 'Igor Usov'}, {'id': 'tt0147799', 'name': 'Lyudmila Shagalova'}, {'id': 'tt0147799', 'name': 'Sergey Filippov'}, {'id': 'tt0147799', 'name': 'Georgiy Vitsin'}, {'id': 'tt0147799', 'name': 'Yelena Anderegg'}]
tt0068161	https://m.media-amazon.com/images/M/MV5BOWJhYjcyOWItMTQ3Yi00NDViLThjMjgtNjNlMjY4MGRhYTZiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjMxMjkwMjI@._V1_Ratio0.6837_AL_.jpg	The Dawns Here Are Quiet	(1972)	188 min	Drama, History, War	[{'key': 'Drama', 'value': 'Drama'}, {'key': 'History', 'value': 'History'}, {'key': 'War', 'value': 'War'}]	PG-13	8.1	4375		During WWII in a small village outpost, a commander has his troop replaced by an all female unit. As they finally begin to appreciate one another, German paratroopers are spotted nearby and the realities of war emerge.	Stanislav Rostotskiy, Andrey Martynov, Irina Dolganova, Elena Drapeko, Ekaterina Markova	[{'id': 'tt0068161', 'name': 'Stanislav Rostotskiy'}, {'id': 'tt0068161', 'name': 'Andrey Martynov'}, {'id': 'tt0068161', 'name': 'Irina Dolganova'}, {'id': 'tt0068161', 'name': 'Elena Drapeko'}, {'id': 'tt0068161', 'name': 'Ekaterina Markova'}]
tt0379686	https://m.media-amazon.com/images/M/MV5BM2Q4NGM1ODgtOGY5YS00YWFiLWFjZjYtNzdkZWExZWU4NmEzXkEyXkFqcGdeQXVyNDY2NDMxNDY@._V1_Ratio0.6837_AL_.jpg	...E a Vaca Foi Para o Brejo	(1981)	94 min	Comedy	[{'key': 'Comedy', 'value': 'Comedy'}]		6.1	10		Crook arrives at a small village and sets his plan up: he's got a miracle drug said to improve meat and milk production and is intent on selling it to the mayor.	José Adalto Cardoso, Diogo Angélica, João Roberto Cardoso, Cascatinha, João Colombo	[{'id': 'tt0379686', 'name': 'José Adalto Cardoso'}, {'id': 'tt0379686', 'name': 'Diogo Angélica'}, {'id': 'tt0379686', 'name': 'João Roberto Cardoso'}, {'id': 'tt0379686', 'name': 'Cascatinha'}, {'id': 'tt0379686', 'name': 'João Colombo'}]
tt0133009	https://m.media-amazon.com/images/M/MV5BY2FiNTI4MWEtYmU3MC00OWQwLWJiODktYzkyNjAyOWMyMDE4XkEyXkFqcGdeQXVyMjgxMTkzOQ@@._V1_Ratio0.6837_AL_.jpg	The Sack	(1967)	82 min	Drama	[{'key': 'Drama', 'value': 'Drama'}]		7.0	48		A young historian visits his stepmother in the small village where he grew up. After being away in the city for eleven years he is saddened and grows upset seeing her hardships.	Pál Zolnay, Manyi Kiss, István Iglódi, János Koltai, Margit Dajka	[{'id': 'tt0133009', 'name': 'Pál Zolnay'}, {'id': 'tt0133009', 'name': 'Manyi Kiss'}, {'id': 'tt0133009', 'name': 'István Iglódi'}, {'id': 'tt0133009', 'name': 'János Koltai'}, {'id': 'tt0133009', 'name': 'Margit Dajka'}]
tt0031761	https://m.media-amazon.com/images/M/MV5BMzk5MzUxNWUtZWVkOS00ZDM1LWFkODgtZTU3MGI5ZGJhMzIyXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_Ratio0.6837_AL_.jpg	...One Third of a Nation...	(1939)	79 min	Drama	[{'key': 'Drama', 'value': 'Drama'}]	Approved	6.1	264		A fire in a run-down tenement building injures young Joey Rogers. Wealthy passerby Peter Cortlant rushes the boy and his attractive older sister Mary to the hospital and pays the medical ... See full summary	Dudley Murphy, Sylvia Sidney, Leif Erickson, Myron McCormick, Hiram Sherman	[{'id': 'tt0031761', 'name': 'Dudley Murphy'}, {'id': 'tt0031761', 'name': 'Sylvia Sidney'}, {'id': 'tt0031761', 'name': 'Leif Erickson'}, {'id': 'tt0031761', 'name': 'Myron McCormick'}, {'id': 'tt0031761', 'name': 'Hiram Sherman'}]
tt0121969	https://m.media-amazon.com/images/M/MV5BOWY2NTgxMzktNTYzZC00YTBkLTgwMDgtZTZmMmFhMWU0ZmQ0XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_Ratio1.4388_AL_.jpg	Heat	(1960)	98 min	Drama	[{'key': 'Drama', 'value': 'Drama'}]	Not Rated	5.0	18		Lusciously endowed, Isabel Sarli finds herself at the height of severe storm in an open motor boat cost toward an unknown island and collapses on the deserted shore.	Armando Bo, Isabel Sarli, Horacio Priani, Maruja Roig	[{'id': 'tt0121969', 'name': 'Armando Bo'}, {'id': 'tt0121969', 'name': 'Isabel Sarli'}, {'id': 'tt0121969', 'name': 'Armando Bo'}, {'id': 'tt0121969', 'name': 'Horacio Priani'}, {'id': 'tt0121969', 'name': 'Maruja Roig'}]
tt0495264	https://m.media-amazon.com/images/M/MV5BMTdkNTBiNWEtZWJjMS00NzU1LTg4ZDgtYTM3M2IxOGQ3YzNkXkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_Ratio0.7245_AL_.jpg	It's Gonna Get Worse	(2007)	86 min	Drama	[{'key': 'Drama', 'value': 'Drama'}]		7.5	191		"""Sex, drugs and rock and roll"", not in the West but in a Communist police state - Soviet-occupied Czechoslovakia of the 1970s . Anti-hero Olin, 21, has just left a mental hospital, after ... See full summary"	Petr Nikolaev, Karel Zídek, Filip Kankovský, Vladimír Skultéty, Tereza Hofová	[{'id': 'tt0495264', 'name': 'Petr Nikolaev'}, {'id': 'tt0495264', 'name': 'Karel Zídek'}, {'id': 'tt0495264', 'name': 'Filip Kankovský'}, {'id': 'tt0495264', 'name': 'Vladimír Skultéty'}, {'id': 'tt0495264', 'name': 'Tereza Hofová'}]
tt0122844	https://m.media-amazon.com/images/M/MV5BYmI1ZTY3NjYtNThmMS00NTJlLThlYjAtNjJmZGNiYmI4ZDM1XkEyXkFqcGdeQXVyMjAwMzU2MDY@._V1_Ratio0.7041_AL_.jpg	And Give My Love to the Swallows	(1972)	90 min	Biography, Drama, War	[{'key': 'Biography', 'value': 'Biography'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'War', 'value': 'War'}]		6.8	169		Towards the end of 1942 a young prisoner Maruska (Magda Vásáryová) awaits in her cell in prison in Breslau (after war Polish Wroclaw) her execution. After death sentence it was ninety nine ... See full summary	Jaromil Jires, Magda Vásáryová, Viera Strnisková, Július Vasek, Václav Helsus	[{'id': 'tt0122844', 'name': 'Jaromil Jires'}, {'id': 'tt0122844', 'name': 'Magda Vásáryová'}, {'id': 'tt0122844', 'name': 'Viera Strnisková'}, {'id': 'tt0122844', 'name': 'Július Vasek'}, {'id': 'tt0122844', 'name': 'Václav Helsus'}]
tt0123368	https://m.media-amazon.com/images/M/MV5BNTE0MmM5MGEtOWExZC00YmUwLWI1NDYtNjBhMGY3ZDNmMWZmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_Ratio0.6837_AL_.jpg	...and the Fifth Horseman Is Fear	(1965)	100 min	Drama, War	[{'key': 'Drama', 'value': 'Drama'}, {'key': 'War', 'value': 'War'}]	TV-MA	7.2	575		A Jewish doctor in Nazi occupied Czech Republic (then Bohemia and Moravia) risks his life and attempts to regain his identity by assisting a wounded political fugitive.	Zbynek Brynych, Miroslav Machácek, Olga Scheinpflugová, Zdenka Procházková, Jirí Adamíra	[{'id': 'tt0123368', 'name': 'Zbynek Brynych'}, {'id': 'tt0123368', 'name': 'Miroslav Machácek'}, {'id': 'tt0123368', 'name': 'Olga Scheinpflugová'}, {'id': 'tt0123368', 'name': 'Zdenka Procházková'}, {'id': 'tt0123368', 'name': 'Jirí Adamíra'}]
tt0072590	https://m.media-amazon.com/images/M/MV5BZWE1ZTVjODgtMjY0Ni00Nzg1LWIxNzktOTExMmQ5MmQ0MzljXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_Ratio0.7041_AL_.jpg	Calling All Police Cars	(1975)	95 min	Crime, Horror, Thriller	[{'key': 'Crime', 'value': 'Crime'}, {'key': 'Horror', 'value': 'Horror'}, {'key': 'Thriller', 'value': 'Thriller'}]		6.3	295		Story about a young girl, the daughter a prominent doctor. When the girl goes missing her father gets the police to jump into action because of his class status and wealth.	Mario Caiano, Antonio Sabato, Luciana Paluzzi, Enrico Maria Salerno, Gabriele Ferzetti	[{'id': 'tt0072590', 'name': 'Mario Caiano'}, {'id': 'tt0072590', 'name': 'Antonio Sabato'}, {'id': 'tt0072590', 'name': 'Luciana Paluzzi'}, {'id': 'tt0072590', 'name': 'Enrico Maria Salerno'}, {'id': 'tt0072590', 'name': 'Gabriele Ferzetti'}]
tt0086833	https://m.media-amazon.com/images/M/MV5BOTA0MDM0YjYtZDVhYi00MGVkLWI0ODEtZTUxYTI0MmJkZGQwXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_Ratio0.6837_AL_.jpg	...a zase ta Lucie!	(1984)	82 min	Comedy, Family, Fantasy	[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Family', 'value': 'Family'}, {'key': 'Fantasy', 'value': 'Fantasy'}]		6.4	203		Osvald, stripped of the honor of being the leader of the children's party, prepares a terrible revenge. Lucie will be amazed when he takes possession of her Ferdy and Ferdy plasticine ... See full summary	Jindrich Polák, Zaneta Fuchsová, Jirina Bohdalová, Josef Dvorák, Daniela Kolárová	[{'id': 'tt0086833', 'name': 'Jindrich Polák'}, {'id': 'tt0086833', 'name': 'Zaneta Fuchsová'}, {'id': 'tt0086833', 'name': 'Jirina Bohdalová'}, {'id': 'tt0086833', 'name': 'Josef Dvorák'}, {'id': 'tt0086833', 'name': 'Daniela Kolárová'}]
tt0069661	https://m.media-amazon.com/images/M/MV5BM2M0NTEwYTAtY2FhOC00MmU5LTkwMWYtMWZiMThmODhlMmEyXkEyXkFqcGdeQXVyNzk5MjY0MzE@._V1_Ratio0.6837_AL_.jpg	Put Your Devil Into My Hell	(1973)	87 min	Comedy, History	[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'History', 'value': 'History'}]		5.5	12		Set in medieval times, it tells of the efforts of the Mayor of a small town who, in order to boost up trade and tourism sets about, with the help of his counselors, to teach the town's women the arts of seduction.	Bitto Albertini, Antonio Cantafora, Mimmo Baldi, Mario Frera, Rosemarie Lindt	[{'id': 'tt0069661', 'name': 'Bitto Albertini'}, {'id': 'tt0069661', 'name': 'Antonio Cantafora'}, {'id': 'tt0069661', 'name': 'Mimmo Baldi'}, {'id': 'tt0069661', 'name': 'Mario Frera'}, {'id': 'tt0069661', 'name': 'Rosemarie Lindt'}]
tt0071799	https://m.media-amazon.com/images/M/MV5BMTNjMDIwYzktYTZjMC00MTA0LWI2YzctYjQxYjQ1MjY5MmE3XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_Ratio0.7449_AL_.jpg	Bloody Murder	(1974)	93 min	Crime, Drama	[{'key': 'Crime', 'value': 'Crime'}, {'key': 'Drama', 'value': 'Drama'}]	PG	6.1	84		Hélène, an antique dealer and her husband Georges, a respected doctor, live in a beautiful property and gives everyone the image of conjugal happiness. The children, Daniel and Nadine, are ... See full summary	Etienne Périer, Lea Massari, Michel Bouquet, Bernard Blier, Michel Serrault	[{'id': 'tt0071799', 'name': 'Etienne Périer'}, {'id': 'tt0071799', 'name': 'Lea Massari'}, {'id': 'tt0071799', 'name': 'Michel Bouquet'}, {'id': 'tt0071799', 'name': 'Bernard Blier'}, {'id': 'tt0071799', 'name': 'Michel Serrault'}]
