id,image,title,description,runtimeStr,genres,genreList,contentRating,imDbRating,imDbRatingVotes,metacriticRating,plot,stars,starList
tt1877830,https://m.media-amazon.com/images/M/MV5BMDdmMTBiNTYtMDIzNi00NGVlLWIzMDYtZTk3MTQ3NGQxZGEwXkEyXkFqcGdeQXVyMzMwOTU5MDk@._V1_Ratio0.6837_AL_.jpg,The Batman,(2022),176 min,"Action, Crime, Drama","[{'key': 'Action', 'value': 'Action'}, {'key': 'Crime', 'value': 'Crime'}, {'key': 'Drama', 'value': 'Drama'}]",PG-13,7.9,615306,72,"When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.","Matt Reeves, Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Colin Farrell","[{'id': 'tt1877830', 'name': 'Matt Reeves'}, {'id': 'tt1877830', 'name': 'Robert Pattinson'}, {'id': 'tt1877830', 'name': 'Zoë Kravitz'}, {'id': 'tt1877830', 'name': 'Jeffrey Wright'}, {'id': 'tt1877830', 'name': 'Colin Farrell'}]"
tt0120737,https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_Ratio0.6837_AL_.jpg,The Lord of the Rings: The Fellowship of the Ring,(2001),178 min,"Action, Adventure, Drama","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Drama', 'value': 'Drama'}]",PG-13,8.8,1860430,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,"Peter Jackson, Elijah Wood, Ian McKellen, Orlando Bloom, Sean Bean","[{'id': 'tt0120737', 'name': 'Peter Jackson'}, {'id': 'tt0120737', 'name': 'Elijah Wood'}, {'id': 'tt0120737', 'name': 'Ian McKellen'}, {'id': 'tt0120737', 'name': 'Orlando Bloom'}, {'id': 'tt0120737', 'name': 'Sean Bean'}]"
tt13320622,https://m.media-amazon.com/images/M/MV5BMmIwYzFhODAtY2I1YS00ZDdmLTkyYWQtZjI5NDIwMDc2MjEyXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_Ratio0.6837_AL_.jpg,The Lost City,(2022),112 min,"Action, Adventure, Comedy","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}]",PG-13,6.1,111269,60,A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.,"Aaron Nee, Adam Nee, Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph","[{'id': 'tt13320622', 'name': 'Aaron Nee'}, {'id': 'tt13320622', 'name': 'Adam Nee'}, {'id': 'tt13320622', 'name': 'Sandra Bullock'}, {'id': 'tt13320622', 'name': 'Channing Tatum'}, {'id': 'tt13320622', 'name': 'Daniel Radcliffe'}, {'id': 'tt13320622', 'name': ""Da'Vine Joy Randolph""}]"
tt11138512,https://m.media-amazon.com/images/M/MV5BMzVlMmY2NTctODgwOC00NDMzLWEzMWYtM2RiYmIyNTNhMTI0XkEyXkFqcGdeQXVyNTAzNzgwNTg@._V1_Ratio0.6837_AL_.jpg,The Northman,(2022),137 min,"Action, Adventure, Drama","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Drama', 'value': 'Drama'}]",R,7.1,185139,82,A young Viking prince is on a quest to avenge his father's murder.,"Robert Eggers, Alexander Skarsgård, Nicole Kidman, Claes Bang, Ethan Hawke","[{'id': 'tt11138512', 'name': 'Robert Eggers'}, {'id': 'tt11138512', 'name': 'Alexander Skarsgård'}, {'id': 'tt11138512', 'name': 'Nicole Kidman'}, {'id': 'tt11138512', 'name': 'Claes Bang'}, {'id': 'tt11138512', 'name': 'Ethan Hawke'}]"
tt8093700,https://m.media-amazon.com/images/M/MV5BY2I4MDIwYWUtOWMxNC00ZTIzLWE3OGYtOWUyMmIwZGE2NjU4XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.7857_AL_.jpg,The Woman King,(2022),135 min,"Action, Drama, History","[{'key': 'Action', 'value': 'Action'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'History', 'value': 'History'}]",PG-13,6.7,24386,77,"A historical epic inspired by true events that took place in The Kingdom of Dahomey, one of the most powerful states of Africa in the 18th and 19th centuries.","Gina Prince-Bythewood, Viola Davis, Thuso Mbedu, Lashana Lynch, Sheila Atim","[{'id': 'tt8093700', 'name': 'Gina Prince-Bythewood'}, {'id': 'tt8093700', 'name': 'Viola Davis'}, {'id': 'tt8093700', 'name': 'Thuso Mbedu'}, {'id': 'tt8093700', 'name': 'Lashana Lynch'}, {'id': 'tt8093700', 'name': 'Sheila Atim'}]"
tt10648342,https://m.media-amazon.com/images/M/MV5BYmMxZWRiMTgtZjM0Ny00NDQxLWIxYWQtZDdlNDNkOTEzYTdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6837_AL_.jpg,Thor: Love and Thunder,(2022),118 min,"Action, Adventure, Comedy","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}]",PG-13,6.4,298790,57,"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.","Taika Waititi, Chris Hemsworth, Natalie Portman, Christian Bale, Tessa Thompson","[{'id': 'tt10648342', 'name': 'Taika Waititi'}, {'id': 'tt10648342', 'name': 'Chris Hemsworth'}, {'id': 'tt10648342', 'name': 'Natalie Portman'}, {'id': 'tt10648342', 'name': 'Christian Bale'}, {'id': 'tt10648342', 'name': 'Tessa Thompson'}]"
tt0092099,https://m.media-amazon.com/images/M/MV5BZjQxYTA3ODItNzgxMy00N2Y2LWJlZGMtMTRlM2JkZjI1ZDhhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_Ratio0.6837_AL_.jpg,Top Gun,(1986),110 min,"Action, Drama","[{'key': 'Action', 'value': 'Action'}, {'key': 'Drama', 'value': 'Drama'}]",PG,6.9,433796,50,"As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.","Tony Scott, Tom Cruise, Tim Robbins, Kelly McGillis, Val Kilmer","[{'id': 'tt0092099', 'name': 'Tony Scott'}, {'id': 'tt0092099', 'name': 'Tom Cruise'}, {'id': 'tt0092099', 'name': 'Tim Robbins'}, {'id': 'tt0092099', 'name': 'Kelly McGillis'}, {'id': 'tt0092099', 'name': 'Val Kilmer'}]"
tt1464335,https://m.media-amazon.com/images/M/MV5BMWEwNjhkYzYtNjgzYy00YTY2LThjYWYtYzViMGJkZTI4Y2MyXkEyXkFqcGdeQXVyNTM0OTY1OQ@@._V1_Ratio0.6837_AL_.jpg,Uncharted,(2022),116 min,"Action, Adventure","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}]",PG-13,6.3,196468,45,"Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor ""Sully"" Sullivan to recover a fortune amassed by Ferdinand Magellan, and lost 500 years ago by the House of Moncada.","Ruben Fleischer, Tom Holland, Mark Wahlberg, Antonio Banderas, Sophia Ali","[{'id': 'tt1464335', 'name': 'Ruben Fleischer'}, {'id': 'tt1464335', 'name': 'Tom Holland'}, {'id': 'tt1464335', 'name': 'Mark Wahlberg'}, {'id': 'tt1464335', 'name': 'Antonio Banderas'}, {'id': 'tt1464335', 'name': 'Sophia Ali'}]"
tt1464335,https://m.media-amazon.com/images/M/MV5BMWEwNjhkYzYtNjgzYy00YTY2LThjYWYtYzViMGJkZTI4Y2MyXkEyXkFqcGdeQXVyNTM0OTY1OQ@@._V1_Ratio0.6837_AL_.jpg,Uncharted,(2022),116 min,"Action, Adventure","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}]",PG-13,6.3,196468,45,"Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor ""Sully"" Sullivan to recover a fortune amassed by Ferdinand Magellan, and lost 500 years ago by the House of Moncada.","Ruben Fleischer, Tom Holland, Mark Wahlberg, Antonio Banderas, Sophia Ali","[{'id': 'tt1464335', 'name': 'Ruben Fleischer'}, {'id': 'tt1464335', 'name': 'Tom Holland'}, {'id': 'tt1464335', 'name': 'Mark Wahlberg'}, {'id': 'tt1464335', 'name': 'Antonio Banderas'}, {'id': 'tt1464335', 'name': 'Sophia Ali'}]"
tt0092099,https://m.media-amazon.com/images/M/MV5BZjQxYTA3ODItNzgxMy00N2Y2LWJlZGMtMTRlM2JkZjI1ZDhhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_Ratio0.6837_AL_.jpg,Top Gun,(1986),110 min,"Action, Drama","[{'key': 'Action', 'value': 'Action'}, {'key': 'Drama', 'value': 'Drama'}]",PG,6.9,433796,50,"As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.","Tony Scott, Tom Cruise, Tim Robbins, Kelly McGillis, Val Kilmer","[{'id': 'tt0092099', 'name': 'Tony Scott'}, {'id': 'tt0092099', 'name': 'Tom Cruise'}, {'id': 'tt0092099', 'name': 'Tim Robbins'}, {'id': 'tt0092099', 'name': 'Kelly McGillis'}, {'id': 'tt0092099', 'name': 'Val Kilmer'}]"
tt10648342,https://m.media-amazon.com/images/M/MV5BYmMxZWRiMTgtZjM0Ny00NDQxLWIxYWQtZDdlNDNkOTEzYTdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6837_AL_.jpg,Thor: Love and Thunder,(2022),118 min,"Action, Adventure, Comedy","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}]",PG-13,6.4,298790,57,"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.","Taika Waititi, Chris Hemsworth, Natalie Portman, Christian Bale, Tessa Thompson","[{'id': 'tt10648342', 'name': 'Taika Waititi'}, {'id': 'tt10648342', 'name': 'Chris Hemsworth'}, {'id': 'tt10648342', 'name': 'Natalie Portman'}, {'id': 'tt10648342', 'name': 'Christian Bale'}, {'id': 'tt10648342', 'name': 'Tessa Thompson'}]"
tt8093700,https://m.media-amazon.com/images/M/MV5BY2I4MDIwYWUtOWMxNC00ZTIzLWE3OGYtOWUyMmIwZGE2NjU4XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.7857_AL_.jpg,The Woman King,(2022),135 min,"Action, Drama, History","[{'key': 'Action', 'value': 'Action'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'History', 'value': 'History'}]",PG-13,6.7,24386,77,"A historical epic inspired by true events that took place in The Kingdom of Dahomey, one of the most powerful states of Africa in the 18th and 19th centuries.","Gina Prince-Bythewood, Viola Davis, Thuso Mbedu, Lashana Lynch, Sheila Atim","[{'id': 'tt8093700', 'name': 'Gina Prince-Bythewood'}, {'id': 'tt8093700', 'name': 'Viola Davis'}, {'id': 'tt8093700', 'name': 'Thuso Mbedu'}, {'id': 'tt8093700', 'name': 'Lashana Lynch'}, {'id': 'tt8093700', 'name': 'Sheila Atim'}]"
tt11138512,https://m.media-amazon.com/images/M/MV5BMzVlMmY2NTctODgwOC00NDMzLWEzMWYtM2RiYmIyNTNhMTI0XkEyXkFqcGdeQXVyNTAzNzgwNTg@._V1_Ratio0.6837_AL_.jpg,The Northman,(2022),137 min,"Action, Adventure, Drama","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Drama', 'value': 'Drama'}]",R,7.1,185139,82,A young Viking prince is on a quest to avenge his father's murder.,"Robert Eggers, Alexander Skarsgård, Nicole Kidman, Claes Bang, Ethan Hawke","[{'id': 'tt11138512', 'name': 'Robert Eggers'}, {'id': 'tt11138512', 'name': 'Alexander Skarsgård'}, {'id': 'tt11138512', 'name': 'Nicole Kidman'}, {'id': 'tt11138512', 'name': 'Claes Bang'}, {'id': 'tt11138512', 'name': 'Ethan Hawke'}]"
tt13320622,https://m.media-amazon.com/images/M/MV5BMmIwYzFhODAtY2I1YS00ZDdmLTkyYWQtZjI5NDIwMDc2MjEyXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_Ratio0.6837_AL_.jpg,The Lost City,(2022),112 min,"Action, Adventure, Comedy","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}]",PG-13,6.1,111269,60,A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.,"Aaron Nee, Adam Nee, Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph","[{'id': 'tt13320622', 'name': 'Aaron Nee'}, {'id': 'tt13320622', 'name': 'Adam Nee'}, {'id': 'tt13320622', 'name': 'Sandra Bullock'}, {'id': 'tt13320622', 'name': 'Channing Tatum'}, {'id': 'tt13320622', 'name': 'Daniel Radcliffe'}, {'id': 'tt13320622', 'name': ""Da'Vine Joy Randolph""}]"
tt0120737,https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_Ratio0.6837_AL_.jpg,The Lord of the Rings: The Fellowship of the Ring,(2001),178 min,"Action, Adventure, Drama","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Drama', 'value': 'Drama'}]",PG-13,8.8,1860430,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,"Peter Jackson, Elijah Wood, Ian McKellen, Orlando Bloom, Sean Bean","[{'id': 'tt0120737', 'name': 'Peter Jackson'}, {'id': 'tt0120737', 'name': 'Elijah Wood'}, {'id': 'tt0120737', 'name': 'Ian McKellen'}, {'id': 'tt0120737', 'name': 'Orlando Bloom'}, {'id': 'tt0120737', 'name': 'Sean Bean'}]"
tt1877830,https://m.media-amazon.com/images/M/MV5BMDdmMTBiNTYtMDIzNi00NGVlLWIzMDYtZTk3MTQ3NGQxZGEwXkEyXkFqcGdeQXVyMzMwOTU5MDk@._V1_Ratio0.6837_AL_.jpg,The Batman,(2022),176 min,"Action, Crime, Drama","[{'key': 'Action', 'value': 'Action'}, {'key': 'Crime', 'value': 'Crime'}, {'key': 'Drama', 'value': 'Drama'}]",PG-13,7.9,615306,72,"When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.","Matt Reeves, Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Colin Farrell","[{'id': 'tt1877830', 'name': 'Matt Reeves'}, {'id': 'tt1877830', 'name': 'Robert Pattinson'}, {'id': 'tt1877830', 'name': 'Zoë Kravitz'}, {'id': 'tt1877830', 'name': 'Jeffrey Wright'}, {'id': 'tt1877830', 'name': 'Colin Farrell'}]"
tt10872600,https://m.media-amazon.com/images/M/MV5BZWMyYzFjYTYtNTRjYi00OGExLWE2YzgtOGRmYjAxZTU3NzBiXkEyXkFqcGdeQXVyMzQ0MzA0NTM@._V1_Ratio0.6837_AL_.jpg,Spider-Man: No Way Home,(2021),148 min,"Action, Adventure, Fantasy","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Fantasy', 'value': 'Fantasy'}]",PG-13,8.3,739864,71,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man.","Jon Watts, Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon","[{'id': 'tt10872600', 'name': 'Jon Watts'}, {'id': 'tt10872600', 'name': 'Tom Holland'}, {'id': 'tt10872600', 'name': 'Zendaya'}, {'id': 'tt10872600', 'name': 'Benedict Cumberbatch'}, {'id': 'tt10872600', 'name': 'Jacob Batalon'}]"
tt11783766,https://m.media-amazon.com/images/M/MV5BYjM0YTFmN2EtYTQ0Ny00NmU2LTk5NmQtODhjYzhkOTVjZDA5XkEyXkFqcGdeQXVyOTI3MzI4MzA@._V1_Ratio0.7857_AL_.jpg,Ram Setu,(2022),140 min,"Action, Adventure","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}]",ALL,5.2,8753,,An atheist archaeologist turned believer must race against time to prove the true existence of the legendary Ram Setu before evil forces destroy the pillar of India's heritage.,"Abhishek Sharma, Akshay Kumar, Jacqueline Fernandez, Nushrratt Bharuccha, Nassar","[{'id': 'tt11783766', 'name': 'Abhishek Sharma'}, {'id': 'tt11783766', 'name': 'Akshay Kumar'}, {'id': 'tt11783766', 'name': 'Jacqueline Fernandez'}, {'id': 'tt11783766', 'name': 'Nushrratt Bharuccha'}, {'id': 'tt11783766', 'name': 'Nassar'}]"
tt11866324,https://m.media-amazon.com/images/M/MV5BMDBlMDYxMDktOTUxMS00MjcxLWE2YjQtNjNhMjNmN2Y3ZDA1XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_Ratio0.6837_AL_.jpg,Prey,(I) (2022),99 min,"Action, Adventure, Drama","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Drama', 'value': 'Drama'}]",R,7.2,179064,71,"Naru, a skilled warrior of the Comanche Nation, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth.","Dan Trachtenberg, Amber Midthunder, Dakota Beavers, Dane DiLiegro, Stormee Kipp","[{'id': 'tt11866324', 'name': 'Dan Trachtenberg'}, {'id': 'tt11866324', 'name': 'Amber Midthunder'}, {'id': 'tt11866324', 'name': 'Dakota Beavers'}, {'id': 'tt11866324', 'name': 'Dane DiLiegro'}, {'id': 'tt11866324', 'name': 'Stormee Kipp'}]"
